#OTU ID	0CR1	0CRR	0HR1	0L3	0SR1	12CL1	12CL2	12CL3	12CL4g	12CL4	12CO1	12CO3	12CR1	12CR2	12CR3	12CR4	12H01	12HL1	12HL2	12HL3g	12HL3-strich	12HR1	12HR2	12HR3	12S02	12SL1	12SL2	12SL3	12SO1	12SO3	12SR1	12SR2	12SR3	3CL1	3CL2	3CL3	3CR1	3CR2	3CR3	3HL1	3HL2	3HR1	3HR2	3SL1	3SL2	3SL3	3SR1	3SR2	3SR3	6CL1	6CL2	6CL3	6CR1	6CR2	6CR3	6HL1	6HL2	6HL3	6HR1	6HR2	6HR3	6SL1	6SL2	6SL3	6SR1	6SR2	6SR3	9CL1	9CL2	9CL3	9CR1	9CR2	9CR3	9HL1	9HL2	9HL3	9HR1	9HR2	9HR3	9SL1	9SL2	9SR1	9SR2	9SR3	C-day-1	C-day-2a	C-day-2b	C-day-2c	C-day-3	C-day-4	CF	Mock1-L	Mock1-R	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC11	NC12	NC13	OL1	Consensus Lineage
ZOTU91	15	0	0	1	4	4	5	2	0	3	0	0	0	0	1	0	0	1	0	3	0	0	0	0	4	0	0	0	7	6	9	0	0	0	0	0	5	1	1	2	0	0	0	0	1	0	0	0	0	0	0	1	2	0	3	43	0	1	0	0	0	3	127	19	0	0	0	0	39	26	0	0	1	0	1	0	0	0	0	1	0	3	0	0	0	56	915	3	107	5	0	0	0	1	110	0	1	1	30	25	309	0	6	0	0	0	1	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
ZOTU57	11	0	4	0	13	0	0	0	0	0	1	0	2	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6635	2714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
ZOTU270	73	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	9	0	0	0	0	0	0	10	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Family_XI; g__Gemella; s__uncultured_bacterium
ZOTU4	60	268	17	8	19	5	4	11	7	17	346	659	1097	985	13	639	521	31	21	18	29	6069	6830	6850	18	401	800	132	6905	23	6155	4286	5483	6	0	10	7028	4490	7372	2	8	29082	5769	633	14	12	11441	4712	4402	134	1	3	15279	9077	7334	3	1	4	8748	9725	8990	22	69	6	2963	4652	4133	35	55	4	7155	7330	3070	69	9	13	8557	6902	4332	42	40	4576	3624	3532	8	3	1	3	4	4	97	6	2	3	631	0	1	0	0	0	0	5	0	0	6	5	8	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU165	28	0	0	0	11	0	0	0	0	0	73	12	0	0	0	0	13	0	0	0	0	0	0	0	142	0	0	0	77	93	1	0	0	0	0	0	35	13	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU375	40	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
ZOTU170	22	0	3	0	149	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	77	0	0	0	68	45	0	0	0	0	0	0	61	5	46	0	0	3	0	0	0	0	2	0	0	0	0	0	9	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
ZOTU141	20	2	0	1	9	0	0	0	0	0	51	13	0	0	0	0	220	0	0	1	0	0	0	0	130	2	0	0	118	126	0	2	0	0	0	0	41	8	19	0	0	1	1	1	0	0	3	0	1	0	0	0	3	2	1	0	0	0	0	1	0	0	0	0	13	0	1	2	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	15	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU2	6	475	3	214	5	379	6011	764	8941	523	6	1	6	11	112	0	2	1367	602	2363	4085	8	0	4	1	1133	302	857	1	6	370	11	8	13082	6330	12349	8	10	6	2929	7208	5	5	18	12043	10483	1	9	2	102	1253	5609	7	2	2	2141	1764	1333	7	2	15	4619	2815	2722	4	11	5	403	2382	1799	9	2	38	76	15051	2566	1	0	5	47	126	12	9	8	3355	5288	6406	4131	6705	5289	75	405	222	5824	15227	9410	80	125	7138	8712	10831	233	461	164	9972	5627	445	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__
ZOTU220	142	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	18	25	0	0	0	1	0	0	6	8	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
ZOTU7	2	168	0	115	3	193	1992	346	5719	229	3	0	4	7	33	1	0	636	498	1051	1280	5	0	0	2	398	144	417	6	3	178	2	1	4437	2530	4556	1	4	2	1382	2896	0	2	1	5610	4205	2	1	0	39	274	1678	2	3	1	1202	958	420	1	0	2	2228	655	655	1	9	3	135	1036	392	1	5	31	43	3635	1066	0	0	3	25	64	3	5	2	3028	1217	1715	1380	2180	1873	20	160	76	1763	4718	3747	44	34	3034	3334	2670	78	287	89	438	3323	141	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__; s__
ZOTU279	51	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	2	0	0	0	0	0	0	4	1	6	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
ZOTU336	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	17	13	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
ZOTU397	18	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
ZOTU73	5	0	183	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	16	8	7	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2412	26	0	0	0	0	0	18	0	0	0	19	3	0	0	0	0	194	237	257	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	141	432	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
ZOTU432	8	0	22	0	4	1	0	0	0	0	3	2	0	0	0	0	0	0	2	1	2	1	3	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU169	48	0	88	0	90	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	7	0	0	0	7	3	0	0	0	0	0	0	7	30	12	0	0	111	4	0	0	0	3	0	2	0	0	0	36	2	15	0	1	0	13	2	11	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	2	1	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__
ZOTU303	2	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU345	26	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	6	0	0	0	0	0	0	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__Weissella_soli
ZOTU65	5	8	5	1	0	2	119	4	0	50	103	1	0	0	5	1	0	0	0	44	0	1	0	0	1	141	12	27	0	0	23	0	0	0	165	753	0	0	0	0	297	1	1	0	39	118	0	1	0	13	70	591	0	0	0	118	75	0	0	2	0	18	113	25	0	1	0	0	1	0	0	0	2	0	105	45	0	0	0	0	0	1	1	1	22	0	147	130	442	0	3	12	0	414	97	69	7	0	329	404	210	10	24	1	0	247	2	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU423	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__
ZOTU31	6	0	5	0	2	1	0	1	0	0	12454	6113	3	0	0	0	0	1	0	14	0	10	2	1	14	1477	0	11	1	3	2	3	0	0	1	0	0	0	2	0	0	5	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	1	0	6	0	3	5	0	0	0	0	0	0	0	325	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU176	2	121	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	7	0	3	6	0	16	0	0	0	0	15	4	7	1	0	2	12	0	0	0	87	34	7	0	0	0	4	10	16	0	0	0	0	1	0	0	0	0	6	10	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	8	2	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
ZOTU80	9	0	1478	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	11	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	676	109	0	0	0	2	0	67	0	0	0	12	1	1	0	0	0	122	239	254	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	65	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
ZOTU200	2	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	222	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__
ZOTU337	14	0	32	0	18	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU287	4	0	0	0	1	0	1	1	0	0	13	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	6	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU14	4	576	0	11536	2	164	9	416	432	219	0	0	180	196	3	174	0	2904	11431	1317	3697	221	202	193	0	1610	325	420	2	7	232	20	349	2	3	3	114	32	78	0	4	325	35	171	3	3	70	24	29	602	0	0	173	77	46	918	106	139	249	588	628	5	0	48	20	21	25	286	249	163	255	323	222	122	19	91	802	339	128	252	145	28	41	180	0	0	82	3	0	1	233	3	0	1	3	0	0	1	1	0	2	1	1	0	1	0	4839	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__; s__
ZOTU331	3	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
ZOTU78	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1956	0	0	0	132	3	0	0	1	0	0	0	1	0	492	0	0	0	0	0	0	0	3	1	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	12	0	0	0	0	0	0	0	0	2	3	0	845	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
ZOTU389	33	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
ZOTU183	8	0	33	0	73	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	86	0	0	0	100	104	0	0	0	0	0	0	35	5	13	0	0	20	2	0	0	0	1	1	0	0	0	0	3	2	0	0	0	0	5	4	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
ZOTU13	4	19	0	20	2	1209	269	1685	1	1135	3	1	218	214	0	172	1	2954	997	1954	770	33	20	7	0	6885	104	1007	1	4	471	163	537	2	4	2	94	70	67	4	16	51	34	149	6	7	82	49	22	4061	3	4	923	462	508	732	43	103	76	243	226	926	710	738	163	295	225	8393	8874	2662	344	448	235	24	8	547	55	46	24	1098	267	526	767	715	4	0	1	5	1	2	2	2	0	1	3	0	0	2	2	1	1	2	4	0	7	1	9	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU340	14	0	5	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	5	2	10	0	0	0	0	0	0	0	0	1	0	0	0	0	13	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
ZOTU221	3	0	155	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	106	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU24	1	70	2	28	2	6	1655	165	1447	64	2	62	1	2	3	0	0	282	315	295	670	1	0	3	0	61	105	7	1	2	60	4	1	2069	255	811	0	0	1	339	1748	1	0	1	2246	2374	0	1	0	38	202	353	0	4	0	676	122	527	2	0	0	608	618	747	0	1	0	65	350	132	3	0	3	15	1562	390	0	0	0	11	19	1	1	1	295	273	1403	1127	330	648	25	76	50	732	2417	392	19	23	571	583	796	23	78	55	132	147	99	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
ZOTU23	8	2861	6	702	9	1	0	87	0	0	0	1	4	4	6	3	0	1	1	0	0	0	0	2	15	3	1	0	16	10	89	2757	28	0	0	0	456	162	169	0	0	195	2148	2	0	2	10406	3006	1329	0	0	0	153	113	138	3	0	1	31	57	29	0	0	577	741	1091	712	0	1	0	17	10	18	0	3	0	4	2	6	0	8	2388	1497	466	0	0	1	1	248	0	487	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	468	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__
ZOTU6	4	26	3	46	3	1264	670	1498	4	1875	7	3	5179	3598	9	5797	3	1074	145	1691	1294	776	201	719	2	2784	139	1553	1	9	1721	143	2720	5	9	5	359	110	354	3	9	697	181	3078	15	7	952	444	88	2465	35	3	4539	1305	3404	3539	553	369	2214	3990	4658	14	1504	212	967	996	1124	1816	404	431	3059	3373	3049	3363	8	3536	6205	5608	2973	1850	1067	1500	2341	4998	2	371	1	10	3	5	5	8	0	0	1	2	2	1	1	1	3	1	4	1	2	3	20	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Providencia; s__
ZOTU41	37	0	3	0	10	0	0	136	0	9	147	423	201	234	0	263	27	0	1	10	0	12	13	31	16	4	1	0	15	9	29	0	0	2	0	0	406	145	943	1	4	19	5	406	1	0	4	2	8	1956	1	0	4570	481	988	0	0	0	20	28	20	1	0	1	4	4	1	0	106	129	286	545	61	0	0	1	49	31	21	0	0	1	9	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU33	2	126	0	2246	0	250	1	197	265	125	1	0	60	87	0	68	0	1266	3734	421	1780	83	66	49	0	729	185	334	0	0	63	5	147	0	0	0	27	7	20	0	1	83	19	55	0	1	18	11	4	247	0	1	74	23	6	191	8	2	82	235	218	1	0	10	10	17	6	87	116	89	68	96	61	25	3	20	307	107	39	67	32	12	11	64	0	1	2	1	0	0	77	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	842	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__; s__
ZOTU5	10	13013	20	22204	3	1080	671	1267	198	1755	7	10	3871	8195	12	4594	10	2404	915	1881	5747	751	1518	2207	4	2513	128	1901	8	4	2071	118	3566	12	9	6	637	154	495	2	11	6631	752	2526	26	10	1642	487	456	2356	7	6	6493	1940	2636	4677	1287	214	3143	6892	6163	221	693	487	795	923	1676	2717	1273	485	3630	6657	2680	3273	24	3401	5537	5765	2390	1404	2472	1083	2311	3733	81	6	8	4	8	4	2603	8	1	2	4	1	2	6	5	2	2	2	99	0	19	10	14928	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Providencia; s__
ZOTU182	17	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__uncultured_bacterium
ZOTU122	7	0	245	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	43	0	0	0	1	0	15	0	0	0	0	0	0	30	0	0	81	124	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	15	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__
ZOTU84	1	0	2666	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	225	20	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	7	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
ZOTU63	3	0	1586	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	21	17	21	0	0	0	1	1	0	0	0	0	0	0	0	10	99	0	0	1438	128	0	0	0	0	0	72	0	0	0	38	1	3	0	0	0	394	1229	695	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	407	121	47	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
ZOTU202	12	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	2	0	0	0	0	0	0	15	2	1	0	0	9	1	6	0	0	0	0	0	0	0	0	114	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	153	2	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__
ZOTU367	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__
